name,date,website,location,run_info
Kraftsolmser Dorflauf Waldsolms,10.07.2022,www.sfkraftsolms.de,"35647 Waldsolms, Solmser Straße 7 (DGH Kraftsolms)","[['10,4 km', '10.00 Uhr', '8,00 Euro'], ['5,4 km', '10.00 Uhr', '5,00 Euro'], ['0,365 km', '12.00 Uhr', '1,00 Euro']]"
Lausitzer Seenland 100,10.07.2022,www.seenland100.de,"01983 Großräschen, Seestr. 88 (Stadthafen)","[['42,195 km', '7.00 Uhr', '35,00 - 45,00 Euro'], ['21,1 km', '8.00 Uhr', '25,00 - 35,00 Euro'], ['10 km', '9.02 Uhr', '15,00 - 20,00 Euro'], ['5 km', '9.50 Uhr', '13,00 - 15,00 Euro'], ['2 km', '9.00 Uhr', '6,00 - 8,00 Euro'], ['0,4 km', '8.45 Uhr', '0,00 Euro']]"
Aschaffenburger Stadtlauf SEFRA rennt - gegen Gewalt,10.07.2022,www.sefra-rennt-gegen-gewalt.de,"63739 Aschaffenburg, Luitpoldstraße 9 (Innenstadt)","[['6 km', '11.00 Uhr', '8,00 Euro']]"
Stadtlauf Fürstenfeldbruck,10.07.2022,www.hardys-freizeit.de,"86899 Fürstenfeldbruck, Ludwigstraße 5","[['21,1 km', '12.00 Uhr', '15,00 - 24,00 Euro'], ['10 km', '12.00 Uhr', '15,00 - 24,00 Euro'], ['5 km', '12.00 Uhr', '15,00 - 24,00 Euro'], ['2 km', '11.30 Uhr', '7,00 - 14,00 Euro'], ['0,8 km', '11.00 Uhr', '7,00 - 14,00 Euro']]"
Wettlauf Mensch gegen Maschine Bruchhausen-Vilsen,10.07.2022,www.wettlauf-mensch-maschine.de,"27305 Bruchhausen-Vilsen, Bahnhof 2","[['8 km', '13.30 Uhr', '15,00 Euro'], ['2 x 4 km Staffel', '13.30 Uhr', '19,00 Euro'], ['1,8 km', '15.50 Uhr', '3,00 Euro'], ['1 km', '15.00 Uhr', '3,00 Euro']]"
B2RUN Firmenlauf München,12.07.2022,www.b2run.de/run/de/de/muenchen/index.html,"80809 München, Spiridon-Louis-Platz 27 (Olympiastadion)","[['6,1 km', '17.00 Uhr', '37,40 - 42,40 Euro']]"
B2RUN Firmenlauf München,12.07.2022,www.b2run.de/run/de/de/muenchen/index.html,"80809 München, Spiridon-Louis-Platz 27 (Olympiastadion)","[['6,1 km', '17.00 Uhr', '37,40 - 42,40 Euro']]"
Altona Lauftreff,02.06.2022,www.facebook.com/events/245275594459294/245275607792626/,"22765 Hamburg, Große Bergstraße 164","[['10 km oder 5 km', '19.00 Uhr', '02.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '16.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '30.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '14.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '28.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '11.08.2022', '0,00 Euro']]"
Firmenlauf Villingen-Schwenningen,14.07.2022,www.firmenlauf-vs.de,"78054 Villingen-Schwenningen, Messe 1","[['5,5 km', '18.00 Uhr', '16,00 Euro zzgl. MwSt.']]"
Duisburger Zoolauf,15.07.2022,www.zoolauf.de,"47058 Duisburg, Mülheimer Str 273 (Zoo)","[['2 x 5 km Laufen', '18.00 Uhr/ 19.30 Uhr', '30,00 Euro'], ['Staffel km Radfahren'], ['0,8 km', '17.30 Uhr', '5,00 Euro'], ['0,4 km', '17.45 Uhr', 'kostenlos']]"
Trumer Charity Run,15.07.2022,www.trumer-triathlon.at/de/bewerbe/charity-run.html,"AT 5162 Obertrum, Schulstraße 2","[['Runde 1 km', '19.30 Uhr', '20,00 Euro']]"
Bad Buchauer Stadtlauf mit Federsee-Halbmarathon,16.07.2022,www.svbadbuchau.de,"88422 Bad Buchau, Marktplatz ","[['21,1 km', '18.00 Uhr', '18,00 Euro'], ['4,8 km', '18.30 Uhr', '7,00 Euro'], ['1,65 km', 'ab 16.30 Uhr', '4,00 Euro'], ['0,4 km', '16.00 Uhr', '0,00 Euro']]"
Reschenseelauf,16.07.2022,www.reschenseelauf.it,"IT 39027 Graun im Vinschgau, Staatsstraße 40 (beim historischen Kirchturm im See)","[['15,3 km', 'ab 17.00 Uhr', '35,00 - 45,00 Euro'], ['0,15 km/ 0,3 km/ 0,6 km/ 1,1 km/ 2,2 km Kinder- und Schülerläufe', 'ab 13.30 Uhr', '10,00 Euro']]"
24-Stunden-Lauf Dettenhausen,16.07.2022,www.vfl-dettenhausen.de,"72135 Dettenhausen, Pfrondorfer Straße 74 ( VfL Dettenhausen)","[['pro Runde 1,6 km', '10.00 Uhr', 'Spende']]"
Blutenburglauf München,17.07.2022,www.blutenburglauf.de,"80999 München, Prof. Eichmann-Str. 11 (Sportplatz des SVU)","[['10 km', 'tba', '20,00 Euro'], ['5 km', 'tba', '15,00 Euro'], ['1,2 km Kinderlauf', 'tba', '0,00 Euro']]"
B2RUN Firmenlauf Nürnberg,19.07.2022,www.b2run.de/run/de/de/nuernberg/index.html,"90471 Nürnberg, Max-Morlock-Platz 1 (Max-Morlock-Stadion)","[['6,3 km', 'ab 18.00 Uhr', '26,90 - 32,90 Euro']]"
Sunset Inselpark,20.07.2022,www.sunset-series.de/infos-inselpark/,"21109 Hamburg, Kurt-Emmerich-Platz  (Wilhelmsburger Inselpark)","[['5 km/ 10 km/ 15 km Einzellauf', '20.00 Uhr', '15,00 - 20,00 Euro'], ['2 - 4 x 5 km Staffellauf', '20.00 Uhr', '50,00 - 70,00 Euro pro Team']]"
Run CGN Köln,22.07.2022,www.sportscheck.com/event/run/run-koeln/,"50679 Köln, Rheinboulevard/Hermann-Pünder-Str. ","[['10 km', '21.15 Uhr', '32,00 - 37,00 Euro'], ['5 km', '20.00 Uhr', '27,00 - 32,00 Euro'], ['1,3 km', '19.20 Uhr', '5,00 Euro'], ['0,6 km', '18.45 Uhr', '5,00 Euro']]"
San Francisco-Marathon,23.07.2022,www.thesfmarathon.com,"US CA-94107 San Francisco , Embarcadero ","[['84,4 km', '23.00 Uhr', '23.07.2022', '425,00 USD'], ['5 km', '7.30 Uhr', '23.07.2022', '58,00 USD'], ['42,195 km', '5.40 Uhr', '24.07.2022', '255,00 USD'], ['21,1 km 1st Half Marathon', '6.30 Uhr', '24.07.2022', '173,00 USD'], ['21,1 km 2nd Half Marathon', '8.45 Uhr', '24.07.2022', '173,00 USD'], ['10 km', '7.30 Uhr', '24.07.2022', '68,00 USD'], ['5 km', '7.30 Uhr', '24.07.2022', '58,00 USD']]"
Self-Transcendence 2-Meilen-Lauf Heidelberg,04.06.2022,de.srichinmoyraces.org/self-transcendence-2-mile-race,"69120 Heidelberg, Neckarwiese/Theodor-Heuss-Brücke ","[['1,6 km/ 3,2 km', '8.30 Uhr', '04.06.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '18.06.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '02.07.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '23.07.2022', '2,00 Euro']]"
Ranntallauf Remchingen,23.07.2022,www.tv-noettingen.de,"75196 Remchingen, Frauenwaldstraße 2 (TV Nöttingen)","[['10 km', '17.00 Uhr', '10,00 Euro'], ['5 km', '16.00 Uhr', '8,00 Euro'], ['5 km Nordic Walking', '16.00 Uhr', '8,00 Euro']]"
Speedcross-SPZ-Lauf Solnhofen,24.07.2022,www.speedcross.de/sc-solnhofen.html,"91807 Solnhofen, Biswanger Weg 30 (Sportgelände)","[['10 km', '10.00 Uhr', '16,00 - 18,00 Euro'], ['10 km Run & Bike', '13.00 Uhr', '35,00 - 40,00 Euro pro Team']]"
San Francisco-Marathon,23.07.2022,www.thesfmarathon.com,"US CA-94107 San Francisco , Embarcadero ","[['84,4 km', '23.00 Uhr', '23.07.2022', '425,00 USD'], ['5 km', '7.30 Uhr', '23.07.2022', '58,00 USD'], ['42,195 km', '5.40 Uhr', '24.07.2022', '255,00 USD'], ['21,1 km 1st Half Marathon', '6.30 Uhr', '24.07.2022', '173,00 USD'], ['21,1 km 2nd Half Marathon', '8.45 Uhr', '24.07.2022', '173,00 USD'], ['10 km', '7.30 Uhr', '24.07.2022', '68,00 USD'], ['5 km', '7.30 Uhr', '24.07.2022', '58,00 USD']]"
Ultner Höfelauf,24.07.2022,www.ultnerhoefelauf.info,"IT 39016 Ulten, Pracupola / Kuppelwies ","[['18 km', '10.00 Uhr', '33,00 Euro'], ['8 km', '10.10 Uhr', '33,00 Euro'], ['0,5 km / 1 km', '9.30 Uhr/9.40 Uhr', '13,00 Euro']]"
Firmenlauf Heilbronn,28.07.2022,www.stimme-firmenlauf.de,74072 Heilbronn,"[['5,75 km', '19.00 Uhr', '70,00 Euro pro 4er-Team']]"
Altona Lauftreff,02.06.2022,www.facebook.com/events/245275594459294/245275607792626/,"22765 Hamburg, Große Bergstraße 164","[['10 km oder 5 km', '19.00 Uhr', '02.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '16.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '30.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '14.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '28.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '11.08.2022', '0,00 Euro']]"
Internationaler Triple-Ultra-Triathlon Lensahn,29.07.2022,www.triathlonlensahn.de,"23738  Lensahn, Dr. Julius-Stinde-Straße  (Schützenplatz)","[['126,6 km Laufen Triple', '13.00 Uhr', '570,00 - 620,00 Euro'], ['11,4 km Schwimmen'], ['540 km Radfahren'], ['84,4 km Laufen Double', '14.30 Uhr', '390,00 - 420,00 Euro'], ['7,6 km Schwimmen'], ['360 km Radfahren'], ['24h-Lauf/ km', '20.00 Uhr', '85,00 Euro']]"
Rheinuferlauf Duisburg,30.07.2022,www.rheinuferlauf.de,"47198 Duisburg, Kapellstr. ","[['21,1 km', '17.30 Uhr', '12,00 Euro'], ['10 km', '17.40 Uhr', '10,00 Euro'], ['5 km', '16.50 Uhr', '9,00 Euro']]"
We can do more-Spendenlauf Höpfingen,30.07.2022,www.wecandomore.de,"74746 Höpfingen, Bruno Störzer Weg 5 (Sportgelände TSV Frankonia)","[['10 km', '18.00 Uhr', '10,00 Euro'], ['5 km', '17.40 Uhr', '10,00 Euro'], ['1 km Schülerlauf', '17.15 Uhr', '0,00 Euro']]"
City Night Berlin,30.07.2022,www.berlin-citynight.de ,"10789 Berlin, Kurfürstendamm 15 (nahe der Kaiser-Wilhelm-Gedächtnis-Kirche)","[['10 km', '20.30 Uhr', '20,00 - 30,00 Euro'], ['5 km', '19.50 Uhr', '20,00 - 30,00 Euro (13,00 - 17,00 Euro ohne Zeitmessung)']]"
Rostocker Marathon-Nacht,06.08.2022,www.rostocker-marathon-nacht.com,"18055 Rostock, Neuer Markt ","[['42,195 km', '18.00 Uhr', '39,00 - 70,00 Euro'], ['42,195 km Marathonstaffel', '18.00 Uhr', '90,00 - 130,00 Euro'], ['21,1 km', '19.55 Uhr', '23,00 - 45,00 Euro'], ['7 km', '19.07 Uhr', '7,00 - 19,00 Euro'], ['1,8 km Schülerlauf', '17.00 Uhr', '5,00 - 6,00 Euro']]"
Die 10 km von Dürwiß Eschweiler,06.08.2022,sv-germania-duerwiss.de/die-10-km.html,"52249 Eschweiler, Zehnthofstr./Grünstr. 18","[['9,5 km', '19.30 Uhr', '10,00 Euro'], ['3,6 km', '17.00 Uhr', '10,00 Euro'], ['0,2 km', '15.15 Uhr', '2,00 Euro']]"
Fischerfestlauf Gernsheim,06.08.2022,www.fischerfestlauf.de,"64579 Gernsheim, Rheinstraße 22 (Rheinstadion)","[['10 km', '17.00 Uhr', '12,00 Euro'], ['4 km', '15.00 Uhr', '8,00 Euro'], ['2 km', '16.00 Uhr', '6,00 Euro']]"
Rund um Wellen Beverstedt,07.08.2022,www.wellen-marathon.de,"27616  Beverstedt, Neue Dorfstraße  13 (Sportplatz TSV Wellen)","[['42,195 km', '8.00 Uhr', '12,00 - 27,00 Euro'], ['21,1 km', '8.20 Uhr', '9,00 - 20,00 Euro'], ['11 km', '8.30 Uhr', '5,00 - 14,00 Euro'], ['5 km', '8.25 Uhr', '4,00 - 8,00 Euro'], ['0,8 km', '11.00 Uhr', '2,00 Euro'], ['0,3 km', '11.30 Uhr', '1,00 Euro']]"
B2RUN Firmenlauf Hamburg,09.08.2022,www.b2run.de/run/de/de/hamburg/index.html,"22525 Hamburg, Sylvesterallee 7 (Volksparkstadion)","[['5,6 km', '18.30 Uhr', '26,90 - 32,90 Euro']]"
B2RUN Firmenlauf Aachen,11.08.2022,www.b2run.de/run/de/de/aachen/index.html,"52070 Aachen, Albert-Servais-Allee 50 (CHIO-Reitstadion)","[['5,2 km', 'ab 18.30 Uhr', '22,90 - 26,90 Euro']]"
Altona Lauftreff,02.06.2022,www.facebook.com/events/245275594459294/245275607792626/,"22765 Hamburg, Große Bergstraße 164","[['10 km oder 5 km', '19.00 Uhr', '02.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '16.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '30.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '14.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '28.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '11.08.2022', '0,00 Euro']]"
Buntekuhlauf Lübeck,12.08.2022,www.buntekuhlauf.de,"23558 Lübeck, Koggenweg 1","[['15 km', '18.45 Uhr', '14,00 - 20,00 Euro'], ['10 km', '18.45 Uhr', '12,00 - 18,00 Euro'], ['5 km', '18.15 Uhr', '10,00 - 16,00 Euro'], ['1,5 km Jugendlauf', '17.25 Uhr', '6,00 - 10,00 Euro'], ['0,75 km Bambinilauf', '17.15 Uhr', '4,00 - 8,00 Euro']]"
Corporate Run Karlsdorf-Neuthard,12.08.2022,www.corporaterun.de,"76689 Karlsdorf-Neuthard, Altenbürgzentrum 1","[['5,6 km', '19.00 Uhr', 'ab 12,00 Euro']]"
Charity Mega Run Bingen,13.08.2022,www.cmrbingen.com,"55411 Bingen am Rhein, Bleiche 2 (Rhein-Nahe-Eck)","[['52 km', '10.30 Uhr', '35,00 - 39,00 Euro (+ 5,00 Euro Transponderpfand)'], ['26 km', '10.30 Uhr', '35,00 - 39,00 Euro (+ 5,00 Euro Transponderpfand)'], ['10 km', '11.30 Uhr', '25,00 Euro (+ 5,00 Euro Transponderpfand)']]"
Seven Summits Siegen,14.08.2022,www.seven-summits-siegen.de,"57072 Siegen, Eiserfelder Straße 8","[['23 km', '8.00 - 9.00 Uhr', '20,00 Euro'], ['23 km', '9.00 - 10.00 Uhr', '20,00 Euro']]"
Karbener Stadtlauf,14.08.2022,www.stadtlauf-karben.de,"61184 Karben, Günter-Reutzel-Sportfeld ","[['21,1 km', '9.00 Uhr', '10,00 - 15,00 Euro'], ['10 km', '9.15 Uhr', '10,00 - 15,00 Euro'], ['5,4 km', '9.20 Uhr', '6,00 - 11,00 Euro'], ['3 km', '11.15 Uhr', '5,00 - 10,00 Euro'], ['1,5 km', '11.30 Uhr', '5,00 - 10,00 Euro'], ['0,3 km', '11.45 Uhr', '2,00 - 4,00 Euro']]"
B2RUN Firmenlauf Gelsenkirchen,16.08.2022,www.b2run.de/run/de/de/gelsenkirchen/index.html,"45891 Gelsenkirchen, Rudi-Assauer-Platz 1","[['5,3 km', 'ab 18.30 Uhr', '24,90 - 30,90 Euro']]"
Mülheimer Firmenlauf,18.08.2022,www.muelheimer-firmenlauf.de,"45479  Mülheim an der Ruhr, Duisburger Str. 100 (Hochschule Ruhr West)","[['5,6 km', 'ab 19.00 Uhr', '20,00 Euro zzgl. MwSt.']]"
Altstadtlauf Köln,19.08.2022,www.altstadtlauf-koeln.de,"50667 Köln, Heumarkt ","[['10 km', '19.30 Uhr', '15,00 - 22,00 Euro'], ['5 km', '18.15 Uhr', '13,00 - 18,00 Euro'], ['1,5 km', '17.30 Uhr', '5,00 Euro']]"
Schortenser Jever-Fun-Lauf,20.08.2022,www.jever-fun-lauf.de,"26419 Schortens, Menkestraße ","[['16,09 km', '19.00 Uhr', '15,00 - 21,00 Euro'], ['10 km', '16.00 Uhr', '11,00 - 17,00 Euro'], ['5 km', '14.30 Uhr', '7,00 - 13,00 Euro'], ['1,609 km', '14.00 Uhr', '3,00 Euro'], ['0,4 km', '13.30 Uhr', 'kostenlos']]"
Helsinki-Marathon,20.08.2022,www.helsinkimarathon.fi,"FI 00150 Helsinki, Ehrenströmintie 1","[['42,195 km', '8.30 Uhr', '69,00 - 90,00 Euro'], ['42,195 km Staffel', '8.30 Uhr', '135,00 - 180,00 Euro'], ['21,1 km', '8.30 Uhr', '49,00 - 70,00 Euro'], ['10 km', '12.30 Uhr', '39,00 - 55,00 Euro'], ['1 km', '15.45 Uhr', '8,00 - 12,00 Euro'], ['0,5 km', '15.30 Uhr', '8,00 - 12,00 Euro']]"
Detmolder Residenzlauf,20.08.2022,www.detmolder-residenzlauf.de,"32756 Detmold, Marktplatz  (vor dem Rathaus)","[['10 km', '19.00 Uhr', '9,00 - 11,00 Euro'], ['5 km', '18.20 Uhr', '9,00 - 11,00 Euro'], ['2,5 km', '18.00 Uhr', '0,00 - 1,00 Euro'], ['1,5 km', 'ab 17.15 Uhr', '0,00 - 1,00 Euro'], ['0,5 km', '17.00 Uhr', '0,00 - 1,00 Euro']]"
Dresdner Nachtlauf,20.08.2022,www.dresdner-nachtlauf.de,"01067 Dresden, Wilsdruffer Straße/Kl. Kirchgasse ","[['11,8 km', '20.00 Uhr', '24,00 - 34,00 Euro'], ['6,3 km', '21.45 Uhr', '24,00 - 29,00 Euro'], ['1,1 km Kinderlauf', '19.15 Uhr', '6,00 Euro'], ['0,25 km Bambinilauf', '19.00 Uhr', '0,00 Euro']]"
SV02 Kerwelauf Altneudorf,21.08.2022,www.svaltneudorf.de,"69250 Altneudorf, Carl-Höfer-Str. 20","[['10 km', '9.30 Uhr', '8,00 Euro'], ['5 km', '9.30 Uhr', '5,00 Euro']]"
B2RUN Firmenlauf Berlin,23.08.2022,www.b2run.de/run/de/de/berlin/index.html,"14053 Berlin, Olympischer Platz 3 (Olympiastadion)","[['6,1 km', 'ab 18.00 Uhr', '26,90 - 32,90 Euro']]"
Kärnten läuft – Wörthersee-Halbmarathon,26.08.2022,www.kaerntenlaeuft.at,"AT 9220 Velden am Wörthersee, Metnitzstrand  (Seecorso, vor Schlosshotel)","[['4,3 km Night Run', '19.00 Uhr', '26.08.2022', '20,00 - 35,00 Euro'], ['4,3 km Hundelauf', '9.30 Uhr', '27.08.2022', '20,00 - 35,00 Euro'], ['0,42 km / 0,89 km / 1,37 km/ 1,84 km Juniorläufe', 'ab 15.00 Uhr', '27.08.2022', '5,00 - 15,00 Euro'], ['0,42 km Familienlauf', '17.00 Uhr', '27.08.2022', '20,00 - 30,00 Euro pro Team'], ['5 km Frauenlauf', '19.00 Uhr', '27.08.2022', '20,00 - 35,00 Euro'], ['10,55 km Viertelmarathon', '8.00 Uhr', '28.08.2022', '30,00 - 45,00 Euro'], ['21,1 km', '9.00 Uhr', '28.08.2022', '35,00 - 50,00 Euro']]"
Südtiroler Erdäpfllauf Bruneck,27.08.2022,www.potato-run.com,"IT 39033 Bruneck, Rathausplatz 1","[['17,6 km', '17.00 Uhr', '30,00 - 35,00 Euro']]"
Kärnten läuft – Wörthersee-Halbmarathon,26.08.2022,www.kaerntenlaeuft.at,"AT 9220 Velden am Wörthersee, Metnitzstrand  (Seecorso, vor Schlosshotel)","[['4,3 km Night Run', '19.00 Uhr', '26.08.2022', '20,00 - 35,00 Euro'], ['4,3 km Hundelauf', '9.30 Uhr', '27.08.2022', '20,00 - 35,00 Euro'], ['0,42 km / 0,89 km / 1,37 km/ 1,84 km Juniorläufe', 'ab 15.00 Uhr', '27.08.2022', '5,00 - 15,00 Euro'], ['0,42 km Familienlauf', '17.00 Uhr', '27.08.2022', '20,00 - 30,00 Euro pro Team'], ['5 km Frauenlauf', '19.00 Uhr', '27.08.2022', '20,00 - 35,00 Euro'], ['10,55 km Viertelmarathon', '8.00 Uhr', '28.08.2022', '30,00 - 45,00 Euro'], ['21,1 km', '9.00 Uhr', '28.08.2022', '35,00 - 50,00 Euro']]"
Sommerlauf Hochneukirch,27.08.2022,www.sommerlauf-hochneukirch.de,"41363 Jüchen, Bahnhofstraße 27 (Schmölderpark Hochneukirch)","[['10 km', '16.00 Uhr', '10,00 Euro'], ['5 km Lauf und Walking', '16.00 Uhr', '8,00 Euro'], ['1,5 km Schülerlauf', '16.00 Uhr', '4,00 Euro'], ['0,4 km Kids aktiv Charity Run', '15.00 Uhr', '2,00 Euro']]"
Sunset Wattenmeer,27.08.2022,www.sunset-series.de/infos-wattenmeer/,"20359 Hamburg, Fischmarkt St. Pauli  ","[['250 km 10er-Team', 'ab 10.00 Uhr', '1100,00 - 1300,00 Euro'], ['250 km Ultra-5er-Team', 'ab 10.00 Uhr', '650,00 - 850,00 Euro'], ['250 km 5-Pack-Team', 'ab 10.00 Uhr', '600,00 - 700,00 Euro']]"
Berliner Straßenlauf - Die Generalprobe,28.08.2022,www.berliner-generalprobe.de,"12163 Berlin, Schloßstraße/Ahornstraße ","[['21,1 km', '9.00 Uhr', '30,00 - 38,00 Euro'], ['10,5 km', '9.00 Uhr', '25,00 - 35,00 Euro'], ['0,9 km', '8.10 Uhr', '3,00 Euro'], ['0,45 km', '8.10 Uhr', '3,00 Euro']]"
Grafschaftslauf Rietberg,28.08.2022,www.grafschaftslauf.de,"33397 Rietberg, Schloßstraße 1","[['28 km', '11.00 Uhr', '19,00 - 29,00 Euro'], ['28 km Dreierstaffel', '12.00 Uhr', '39,00 - 59,00 Euro']]"
City-Marathon Bremerhaven,28.08.2022,www.bremerhaven-marathon.de,"27568 Bremerhaven, Bürgermeister-Smidt-Str. 47 (Gedächtniskirche)","[['42,195 km /auch Staffel', '10.00 Uhr', '30,00 - 60,00 Euro'], ['21,1 km', '10.00 Uhr', '20,00 - 40,00 Euro'], ['10 km', '13.30 Uhr', '12,00 - 25,00 Euro'], ['6,5 km', '12.30 Uhr', '6,00 - 15,00 Euro'], ['0,8 km', '9.40 Uhr', '0,00 - 5,00 Euro'], ['0,4 km', '9.30 Uhr', '0,00 - 5,00 Euro']]"
Comrades-Marathon,28.08.2022,www.comrades.com,ZA 4000 Durban (jährl. Wechsel mit Pietermaritzburg ),"[['86 km oder 92 km', '5.30 Uhr', '1.500 - 3.800,00 ZAR']]"
Kärnten läuft – Wörthersee-Halbmarathon,26.08.2022,www.kaerntenlaeuft.at,"AT 9220 Velden am Wörthersee, Metnitzstrand  (Seecorso, vor Schlosshotel)","[['4,3 km Night Run', '19.00 Uhr', '26.08.2022', '20,00 - 35,00 Euro'], ['4,3 km Hundelauf', '9.30 Uhr', '27.08.2022', '20,00 - 35,00 Euro'], ['0,42 km / 0,89 km / 1,37 km/ 1,84 km Juniorläufe', 'ab 15.00 Uhr', '27.08.2022', '5,00 - 15,00 Euro'], ['0,42 km Familienlauf', '17.00 Uhr', '27.08.2022', '20,00 - 30,00 Euro pro Team'], ['5 km Frauenlauf', '19.00 Uhr', '27.08.2022', '20,00 - 35,00 Euro'], ['10,55 km Viertelmarathon', '8.00 Uhr', '28.08.2022', '30,00 - 45,00 Euro'], ['21,1 km', '9.00 Uhr', '28.08.2022', '35,00 - 50,00 Euro']]"
Kölner Halbmarathon,28.08.2022,www.koelner-halbmarathon.de,"50933 Köln, Olympiaweg 7 (Sportpark Müngersdorf)","[['28 km', '10.00 Uhr', '29,00 - 32,00 Euro'], ['21,1 km', '10.00 Uhr', '29,00 - 32,00 Euro'], ['14 km', '10.00 Uhr', '29,00 - 32,00 Euro'], ['7 km', '10.00 Uhr', '29,00 - 32,00 Euro']]"
Speedcross Wet-Lauf Wettelsheim,28.08.2022,www.speedcross.de/sc-wettelsheim.html,"91757 Treuchtlingen-Wettelsheim, Hirschfeldweg 35 (Sportgelände SV Wettelsheim)","[['10 km', '10.00 Uhr', '16,00 - 18,00 Euro'], ['10 km Run & Bike', '13.00 Uhr', '35,00 - 40,00 Euro pro Team']]"
B2RUN Firmenlauf Hannover,30.08.2022,www.b2run.de/run/de/de/hannover/index.html,"30169 Hannover, Robert-Enke-Str. 3 (HDI-Arena)","[['6,5 km', 'ab 18.00 Uhr', '26,90 - 32,90 Euro']]"
Liestaler Stadtlauf,31.08.2022,www.stedtlilauf.ch,"CH 4410 Liestal, Rathausstrasse ","[['11,8 km', '19.00 Uhr', '30,00 CHF'], ['4,2 km', '18.30 Uhr', '30,00 CHF'], ['2,2 km', '18.05 Uhr', '15,00 CHF'], ['1,15 km', '17.00 Uhr', '15,00 CHF']]"
Abendlauf Bergheim,02.09.2022,www.abendlauf-bergheim.de,"50126 Bergheim, Hauptstraße  (Höhe Medio/Fußgängerzone)","[['10 km', '19.00 Uhr', '16,00 Euro'], ['6,6 km', '19.00 Uhr', '16,00 Euro'], ['3,3 km', '19.00 Uhr', '16,00 Euro'], ['1,5 km Schülerlauf', '18.30 Uhr', '7,00 Euro'], ['0,6 km Bambinilauf', '18.00 Uhr', '3,00 Euro']]"
Herzlauf Tirol Innsbruck,03.09.2022,www.herzlauf.at/tirol,"6065 Thaur, Sportplatzweg 1 (Sportplatz)","[['9 km', '14.00 Uhr', '15,00 - 20,00 Euro'], ['6 km', '14.00 Uhr', '15,00 - 20,00 Euro'], ['3 km', '14.00 Uhr', '15,00 - 20,00 Euro']]"
Women's race 5 km Prague,03.09.2022,www.runczech.com/en/events/adidas-womens-race-5-km-2/races/adidas-womens-race-5-km,"110 00  Prag, Náměstí Republiky  (Platz der Republik)","[['5 km Frauenlauf', '18.00 Uhr', '20,00 - 30,00 Euro'], ['2 x 5 km Duo-Frauenlauf', '18.00 Uhr', '20,00 - 30,00 Euro']]"
Run ERF Erfurt,03.09.2022,www.sportscheck.com/event/run/run-erfurt/,"99084 Erfurt, Theaterplatz 1","[['21,1 km', '21.00 Uhr', '37,00 - 42,00 Euro'], ['10 km', '21.00 Uhr', '32,00 - 37,00 Euro'], ['5 km', '20.00 Uhr', '27,00 - 32,00 Euro'], ['2 km', '19.00 Uhr', '5,00 Euro'], ['1 km', '18.30 Uhr', '5,00 Euro']]"
Fränkische Schweiz Marathon Forchheim,03.09.2022,www.fs-marathon.de,"91301 Forchheim, Forchheimer Straße  (Ebermannstadt)","[['0,5 km/ 1 km Bambini/Schüler', '15.45 Uhr/16.00 Uhr', '03.09.2022', '0,00 Euro'], ['4,3 km', '16.30 Uhr', '03.09.2022', '5,00 - 7,00 Euro'], ['42,195 km', '8.35 Uhr', '04.09.2022', '35,00 - 50,00 Euro'], ['Staffel 42,195 km', '8.35 Uhr', '04.09.2022', '45,00 - 65,00 Euro'], ['21,1 km', '9.00 Uhr', '04.09.2022', '22,00 - 35,00 Euro'], ['10 km', '9.10 Uhr', '04.09.2022', '12,00 - 20,00 Euro'], ['22 km Run & Bike Team', '10.45 Uhr', '04.09.2022', '40,00 - 55,00 Euro']]"
10k-Race Prague,03.09.2022,www.runczech.com/en/events/birell-10-km-race-prague/races/birell-10k-race,"110 00  Prag, Náměstí Republiky  (Platz der Republik)","[['10 km', '19.30 Uhr', '20,00 - 30,00 Euro'], ['3 x 10 km Teamlauf', '19.30 Uhr', '20,00 - 30,00 Euro pro Teammitglied']]"
