name,date,website,location,run_info
Michelstädter Bienenmarkt Stadtlauf,10.06.2022,www.lc-michelstadt.de,"64720 Michelstadt, Braunstraße  (Rathaus)","[['10 km', '19.45 Uhr', '12,00 Euro'], ['5 km', '19.00 Uhr', '12,00 Euro'], ['1,5 km', 'ab 18.00 Uhr', '6,00 Euro']]"
Abendvolkslauf Uelzen,10.06.2022,www.az-abendvolkslauf.de,"29525 Uelzen, Albertstraße ","[['10 km', '19.00 Uhr', '3,00 - 7,00 Euro'], ['5 km', '18.50 Uhr', '3,00 - 7,00 Euro'], ['2 km', 'ab 17.30 Uhr', '3,00 Euro'], ['1 km', 'ab 17.10 Uhr', '3,00 Euro'], ['0,8 km', 'ab 16.50 Uhr', '3,00 Euro'], ['0,4 km', 'ab 16.30 Uhr', '2,00 Euro']]"
Heusenstammer Kirchenlauf,11.06.2022,www.kirchenlauf.de,"63150 Heusenstamm, Weiskircher Weg 15","[['16,6 km', '15.00 Uhr', '9,00 Euro'], ['6,9 km', '15.00 Uhr', '9,00 Euro'], ['1,9 km', '15.00 Uhr', '9,00 Euro']]"
Moonlight-Halbmarathon Jesolo,11.06.2022,www.moonlighthalfmarathon.it,"IT 30016 Jesolo, Piazza Milano 1","[['21,1 km', '19.45 Uhr', '25,00 - 35,00 Euro'], ['10 km', '19.00 Uhr', '20,00 - 25,00 Euro']]"
Thermenlauf Längenfeld,11.06.2022,www.thermenlauf.at,"AT 6444 Längenfeld, Oberlängenfeld 140","[['21,1 km', '16.00 Uhr', '30,00 Euro'], ['10,5 km', '16.00 Uhr', '20,00 Euro'], ['1 km', '15.00 Uhr', '0,00 Euro']]"
Barmstedter Stadtlauf,11.06.2022,www.bmtv.de/sportangebote/veranstaltungen/stadtlauf,"25355 Barmstedt, Schusterring ","[['21,1 km', '10.30 Uhr', '15,00 Euro']]"
Skatstadtmarathon Altenburg,11.06.2022,www.skatstadtmarathon.de,"04600 Altenburg, Marktplatz ","[['42,195 km', '9.00 Uhr', '30,00 - 45,00 Euro'], ['42,195 km Staffel', '9.00 Uhr', '50,00 - 70,00 Euro'], ['21,1 km', '9.55 Uhr', '25,00 - 40,00 Euro'], ['13,3 km', '11.40 Uhr', '16,00 - 25,00 Euro'], ['5,4 km', '9.45 Uhr', '15,00 - 25,00 Euro'], ['3,6 km', 'ab 9.30 Uhr', '0,00 Euro'], ['0,4 km', 'ab 9.05 Uhr', '0,00 Euro']]"
Murecker Aulauf,11.06.2022,www.murecker-aulauf.at,"AT 8480 Mureck, Hauptplatz ","[['10 km', '17.00 Uhr', '13,00 Euro'], ['5 km', '17.00 Uhr', '13,00 Euro']]"
Glücklauf Salzgitter,11.06.2022,www.gluecklauf.de,"38229 Salzgitter, Gustedter Straße 125 (Glück Auf Stadion)","[['21,1 km', '15.40 Uhr', '20,00 Euro'], ['10,8 km', '16.30 Uhr', '9,00 Euro'], ['5,4 km', '16.30 Uhr', '9,00 Euro'], ['1,2 km', '15.10 Uhr', '0,00 Euro']]"
Helsinki-Halbmarathon,11.06.2022,www.helsinkihalfmarathon.fi,"FI 00100 Helsinki, Alvar Aallon katu  3 c","[['21,1 km', '8.30 Uhr', '65,00 - 70,00 Euro']]"
Steinfurter Altstadt-Abendlauf,11.06.2022,www.steinfurter-altstadt-abendlauf.de,"48565 Steinfurt, Wasserstraße ","[['10 km', '18.00 Uhr', '8,00 Euro'], ['5 km', '17.00 Uhr', '6,00 Euro'], ['2 km', '15.00 Uhr', '2,00 Euro'], ['1 km', '15.30 Uhr', '2,00 Euro'], ['0,5 km', '16.00 Uhr', 'kostenlos']]"
Oelder Citylauf,11.06.2022,www.oeldercitylauf.de,"59302 Oelde, Am Markt ","[['10 km', '19.00 Uhr', '8,00 Euro'], ['5 km', '17.15 Uhr', '6,00 Euro'], ['5 km', '17.15 Uhr', '25,00 Euro'], ['1,5 km', '16.50 Uhr', '3,00 Euro'], ['0,75 km', '16.00 Uhr', 'kostenlos']]"
Spatzenberg-Lauf Löhne,12.06.2022,www.tura-loehne.de/Lauftreff/spatzenberg-lauf.html,"32584 Löhne, Obernfeld 88","[['10 km', '11.00 Uhr', '8,00 - 10,00 Euro'], ['6 km', '11.10 Uhr', '8,00 - 10,00 Euro']]"
Trierer Stadtlauf: Virtual Run,12.06.2022,www.triererstadtlauf.de,"54295 Trier, Porta Nigra Platz ","[['21,1 km Virtual Run 11.06. - 12.06.2022', 'frei wählbar', '25,00 Euro'], ['10 km Virtual Run 11.06. - 12.06.2022', 'frei wählbar', '25,00 Euro'], ['5 km Virtual Run 11.06. - 12.06.2022', 'frei wählbar', '25,00 Euro'], ['2 km Virtual Run 11.06. - 12.06.2022', 'frei wählbar', '25,00 Euro']]"
Heidelauf Halle,12.06.2022,www.heidelauf-halle.de,"06126 Halle, Am Heidebad 10","[['15 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)']]"
Potsdamer Schlösserlauf,12.06.2022,www.potsdam-schloesserlauf.de,"14471 Potsdam , Olympischer Weg 4 (Sportpark/Luftschiffhafen)","[['21,1 km', '9.00 Uhr', '35,00 - 45,00 Euro'], ['10 km', '9.20 Uhr', '25,00 - 35,00 Euro']]"
Globus-Theißen-Lauf Zeitz,12.06.2022,www.la-club-theissen.de/globus-theissen-lauf/,"06771 Zeitz, Zeitzer Str. 39","[['13,2 km', '10.00 Uhr', '6,00 - 10,00 Euro'], ['6,6 km', '10.00 Uhr', '3,00 - 6,00 Euro'], ['31,1 km', '9.30 Uhr', 'kostenlos']]"
Tórshavn-Marathon,12.06.2022,www.torshavnmarathon.com,FO FO 100 Tórshavn,"[['42,195 km', '13.00 Uhr', '500,00 - 800,00 DKK'], ['21,1 km', '13.00 Uhr', '250,00 - 500 DKK'], ['10,5 km', '13.00 Uhr', '200,00 - 300,00 DKK'], ['5,5 km', '13.00 Uhr', '100,00 - 200,00 DKK'], ['1,6 km', '13.00 Uhr', '50,00 - 100,00 DKK']]"
Citylauf Erkelenz,12.06.2022,tv-erkelenz.de,41812 Erkelenz (Markt),"[['10 km', '16.15 Uhr', '9,00 - 11,00 Euro'], ['5 km', '15.20 Uhr', '9,00 - 11,00 Euro'], ['3,2 km', '14.50 Uhr', '7,00 - 9,00 Euro'], ['1,5 km', '14.30 Uhr', '7,00 - 9,00 Euro'], ['1 km', 'ab 14.10 Uhr', '0,00 Euro'], ['0,5 km', 'ab 13.00 Uhr', '0,00 Euro']]"
Speedcross Fiegenstall,12.06.2022,www.speedcross.de/sc-fiegenstall.html,"91798 Höttingen-Fiegenstall, Eichstätter Weg 4 (Sportgelände DJK Fiegenstall)","[['10 km', '10.00 Uhr', '16,00 - 18,00 Euro'], ['10 km Run & Bike', '13.00 Uhr', '35,00 - 40,00 Euro pro Team']]"
Brunnenfestlauf Oberursel:,12.06.2022,www.brunnenfestlauf.de,61440 Oberursel,"[['21,1 km', '10.00 Uhr', '15,00 Euro'], ['10 km', '10.00 Uhr', '10,00 Euro'], ['5 km', '10.10 Uhr', '7,00 Euro'], ['2,5 km', '10.10 Uhr', '4,00 Euro']]"
Rhein-Ruhr-Marathon Duisburg,12.06.2022,www.rhein-ruhr-marathon.de,"47055 Duisburg, Kruppstraße  (Sportpark Duisburg)","[['42,195 km', '8.30 Uhr', '40,00 - 75,00 Euro'], ['7/ 10/ 14/ 11 km Staffel', '8.50 Uhr', '100,00 - 180,00 Euro'], ['21,1 km', '10.00 Uhr', '30,00 - 55,00 Euro']]"
Rund um Ratekau,12.06.2022,www.rund-um-ratekau.de,"23626 Ratekau, Bäderstraße  (Ratekauer Sportplatz)","[['10 km', '11.00 Uhr', '16,00 Euro'], ['5 km', '9.40 Uhr', '12,00 Euro'], ['2 km', '9.15 Uhr', '5,00 Euro'], ['0,4 km', '9.00 Uhr', '0,00 Euro']]"
Halbmarathon Leverkusen,12.06.2022,www.leverkusen-halbmarathon.de,"51373 Leverkusen, Kölner Straße 52","[['21,1 km', '9.00 Uhr', '33,00 - 44,00 Euro'], ['10 km', '8.50 Uhr', '24,00 - 33,00 Euro'], ['5 km', '8.55 Uhr', '20,00 - 29,00 Euro'], ['1,4 km / 1 km/ 0,5 km Bambinilauf', 'ab 9.10 Uhr', '12,00 Euro']]"
Salzkotten-Marathon,12.06.2022,www.salzkotten-marathon.de,"33154 Salzkotten, Marktstraße/Oelweg  (Bürgerturm)","[['42,195 km', '8.30 Uhr', '35,00 - 50,00 Euro (50,00 Euro pro Staffel)'], ['21,1 km', '8.30 Uhr', '20,00 - 30,00 Euro'], ['10 km', '10.30 Uhr', '15,00 - 20,00 Euro'], ['5 km', '11.30 Uhr', '10,00 - 12,00 Euro']]"
Heidelauf Halle,12.06.2022,www.heidelauf-halle.de,"06126 Halle, Am Heidebad 10","[['15 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '12.06.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '11.09.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '23.10.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['15 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['10 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)'], ['5 km', '10.00 Uhr', '11.12.2022', '10,00 Euro (Kinder 8,00 Euro)']]"
Globus-Theißen-Lauf Zeitz,12.06.2022,www.la-club-theissen.de/globus-theissen-lauf/,"06771 Zeitz, Zeitzer Str. 39","[['13,2 km', '10.00 Uhr', '6,00 - 10,00 Euro'], ['6,6 km', '10.00 Uhr', '3,00 - 6,00 Euro'], ['31,1 km', '9.30 Uhr', 'kostenlos']]"
Salzkotten-Marathon,12.06.2022,www.salzkotten-marathon.de,"33154 Salzkotten, Marktstraße/Oelweg  (Bürgerturm)","[['42,195 km', '8.30 Uhr', '35,00 - 50,00 Euro (50,00 Euro pro Staffel)'], ['21,1 km', '8.30 Uhr', '20,00 - 30,00 Euro'], ['10 km', '10.30 Uhr', '15,00 - 20,00 Euro'], ['5 km', '11.30 Uhr', '10,00 - 12,00 Euro']]"
Berliner Team-Staffel,15.06.2022,www.berliner-teamstaffel.de,"10557 Berlin, John-Foster-Dulles-Allee  (Tiergarten)","[['5 x 5 km Team-Staffel', 'ab 18.30 Uhr', '100,00 Euro']]"
Volkssport-Duathlon Weißenborn,15.06.2022,www.duathlon-weissenborn.de,"09600 Weißenborn, Forstweg 8 (Erzgebirge)","[['4 km Laufen Erwachsene ab JG 2008', '17.45 Uhr', '3,00 Euro'], ['- km Schwimmen'], ['5 km Radfahren'], ['0,7 km Laufen  Kinderlauf JG. 2005-2009', '17.15 Uhr', '2,00 Euro'], ['- km Schwimmen'], ['2 km Radfahren'], ['0,4 km Laufen Bambini-Lauf', '17.00 Uhr', '0,00 Euro'], ['- km Schwimmen'], ['- km Radfahren']]"
Schloss Wickrath-Lauf Mönchengladbach,15.06.2022,www.schloss-wickrath-lauf.de,"41189 Mönchengladbach, Schloss Wickrath 1 (Park)","[['10 km', '18.00 Uhr', '10,00 Euro'], ['5 km Lauf und Walking', '18.00 Uhr', '8,00 Euro'], ['1,5 km Schülerlauf', '18.00 Uhr', '4,00 Euro'], ['0,2 km Kids aktiv Charity Run', '17.00 Uhr', '2,00 Euro']]"
Bonner Nachtlauf,15.06.2022,www.bonner-nachtlauf.de,"53175 Bonn, Ludwig Erhard Allee 20 (Freizeitpark Rheinaue)","[['10 km SpeedRun', '19.30 Uhr', '19,00 Euro'], ['5 km oder 10 km FunRun', '21.00 Uhr', '19,00 Euro']]"
Campus Run Berlin,16.06.2022,www.campusrun-berlin.de,"14195 Berlin, Fabeckstraße  23/26 (Freie Universität Berlin)","[['10 km', '17.15 Uhr', '15,00 Euro'], ['7,5 km', '17.15 Uhr', '15,00 Euro'], ['5 km', '17.15 Uhr', '15,00 Euro'], ['1 km Kids-Run', '16.30 Uhr', '3,00 Euro']]"
Bonameser Volkslauf Frankfurt,16.06.2022,www.tsvb.de,"60437 Frankfurt-Bonames, Harheimer Weg 18","[['15 km', '9.45 Uhr', '6,00 Euro'], ['10 km', '10.15 Uhr', '6,00 Euro'], ['2 km', '10.00 Uhr', '2,00 Euro']]"
Klingenlauf Solingen,16.06.2022,www.klingenlauf.de,"42651 Solingen, Alexander-Coppel-Straße 1 (Südpark)","[['10 km', '14.00 Uhr', '14,00 Euro (Jugend 7,00 Euro)'], ['5 km', '18.00 Uhr', '14,00 Euro (Jugend 7,00 Euro)']]"
Altona Lauftreff,02.06.2022,www.facebook.com/events/245275594459294/245275607792626/,"22765 Hamburg, Große Bergstraße 164","[['10 km oder 5 km', '19.00 Uhr', '02.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '16.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '30.06.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '14.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '28.07.2022', '0,00 Euro'], ['10 km oder 5 km', '19.00 Uhr', '11.08.2022', '0,00 Euro']]"
Sparkassenlauf Aurich,17.06.2022,www.citylauf-aurich.de,"26603 Aurich, Bgm.-Hippen-Platz am Georgswall ","[['10 km', '19.00 Uhr', '10,00 - 14,50 Euro'], ['5 km', '20.30 Uhr', '10,00 - 14,50 Euro (Team-Cup 40,00 Euro)'], ['1,5 km Schüler-Cup', 'ab 17.30 Uhr', '6,50 Euro'], ['0,5 km Bambinilauf', '17.00 Uhr', '2,50 Euro']]"
Preußische Meile Potsdam,17.06.2022,www.potsdamer-laufclub.de,"14471 Potsdam, Luisenplatz ","[['7,532 km Preußische Meile/ ab U14', '19.30 Uhr', '17,00 Euro'], ['2,9 km Mini-Meile/ ab 9.-13. Klasse', '19.05 Uhr', '3,00 Euro'], ['1,3 km Mini-Meile/ 1.-8. Klasse', 'ab 16.45 Uhr', '3,00 - 5,00 Euro'], ['0,4 km', '16.30 Uhr', '0,00 Euro']]"
Run HAM Hamburg,17.06.2022,www.sportscheck.com/event/run/run-hamburg/,"22087 Hamburg, Milchstraße/Harvestehuder Weg  (Außenalster Alsterwiesen)","[['15 km', '20.00 Uhr', '32,00 - 37,00 Euro'], ['7,5 km', '21.30 Uhr', '27,00 - 32,00 Euro'], ['1,8 km', '19.15 Uhr', '5,00 Euro'], ['1 km', '18.45 Uhr', '5,00 Euro']]"
MidSummerRun Hamburg,17.06.2022,www.lauftreff-alstertal.de/midsummer,"22391 Hamburg, Wellingsbüttler Landstr. 75 (Torhaus Wellingsbüttel)","[['10 km', '18.00 Uhr', '18,00 Euro'], ['5 km', '18.30 Uhr', '15,00 Euro']]"
Midnight Sun Marathon,18.06.2022,www.msm.no,"NO 9008 Tromsø, Grønnegata ","[['42,195 km', '20.30 Uhr', 'ab 870,00 NOK'], ['21,1 km', '22.30 Uhr', 'ab 595,00 NOK'], ['10 km', '19.00 Uhr', '470,00 - 620,00 NOK'], ['4,2 km', '18.00 Uhr', '275,00 - 470,00 NOK'], ['0,8 km', '15.00 Uhr', '100,00 NOK']]"
Sielmanns Heidelauf Dallgow-Döberitz,18.06.2022,www.sielmanns-heidelauf.de,"14624 Dallgow-Döberitz, Artilleriepark     47","[['21,88 km', '9.00 Uhr', '16,00 Euro'], ['9,88 km', '9.00 Uhr', '12,00 Euro'], ['5,3 km', '9.00 Uhr', '8,00 Euro']]"
Self-Transcendence 2-Meilen-Lauf Heidelberg,04.06.2022,de.srichinmoyraces.org/self-transcendence-2-mile-race,"69120 Heidelberg, Neckarwiese/Theodor-Heuss-Brücke ","[['1,6 km/ 3,2 km', '8.30 Uhr', '04.06.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '18.06.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '02.07.2022', '2,00 Euro'], ['1,6 km/ 3,2 km', '8.30 Uhr', '23.07.2022', '2,00 Euro']]"
Nacht von Borgholzhausen,18.06.2022,www.lcsolbad.de,"33829 Borgholzhausen, Schulstraße ","[['10 km', 'ab 17.00 Uhr', ''], ['5 km', 'ab 17.00 Uhr', ''], ['3 km', 'ab 17.00 Uhr', ''], ['1,6 km', 'ab 17.00 Uhr', '']]"
mozart 100 – Salzburg Ultra Trail,18.06.2022,www.mozart100.com,"AT 5020 Salzburg, Kapitelplatz 1","[['108 km mozart 100', '5.00 Uhr Kapitelplatz', '120,00 - 180,00 Euro (Staffel 54,00 - 89,00 Euro)'], ['78 km mozart Ultra', '7.00 Uhr Fuschl am See', '109,00 - 149,00 Euro (Staffel 49,00 - 79,00 Euro)'], ['42 km mozart Marathon', '9.00 Uhr St. Gilgen', '79,00 - 119,00 Euro'], ['32 km mozart Light', '10.00 Uhr Fuschl am See', '54,00 - 89,00 Euro'], ['21 km mozart Half Marathon', '11.00 Uhr Koppl', '49,00 - 79,00 Euro'], ['9 km mozart City Trail', '10.00 Uhr Kapitelplatz', '34,00 - 59,00 Euro']]"
Velener Tiergartenlauf,18.06.2022,www.tiergartenlauf.de,"46342 Velen, An der krummen Mauer 5 (Abraham-Frank-Sekundarschule)","[['21,1 km', '14.30 Uhr', '12,00 Euro'], ['10 km', '15.45 Uhr', '9,00 Euro'], ['5 km', '14.50 Uhr', '7,00 Euro'], ['7,5 km Nordic Walking', '14.35 Uhr', '7,00 Euro']]"
Ahrathon Bad Neuenahr-Ahrweiler,18.06.2022,www.ahrathon.de,"53474 Bad Neuenahr-Ahrweiler, Am Dahliengarten ","[['42,195 km', '9.00 Uhr', '40,00 - 60,00 Euro'], ['21,1 km', 'ab 9.10 Uhr', '30,00 - 50,00 Euro'], ['12 km', '13.15 Uhr', '18,00 - 20,00 Euro'], ['5 km', '13.30 Uhr', '10,00 - 15,00 Euro'], ['1 km', '13.00 Uhr', '5,00 Euro']]"
Drebber-Marathon,18.06.2022,drebber-marathon.de,"49457 Drebber, Schulstraße 2 (Sportplatz)","[['42,195 km', '14.30 Uhr', '27,00 - 35,00 Euro'], ['21,1 km', '16.00 Uhr', '17,00 - 25,00 Euro'], ['9,4 km', '16.00 Uhr', '10,00 - 17,00 Euro'], ['4,7 km', '16.00 Uhr', '5,00 - 12,00 Euro'], ['2,34 km Schülerlauf', '16.00 Uhr', '3,50 Euro']]"
Olomouc-Halbmarathon,18.06.2022,www.runczech.com/en/events/mattoni-olomouc-half-marathon-2022,"CZ 77900 Olomouc, Horní náměstí ","[['21,1 km', '19.00 Uhr', '40,00 - 45,00 Euro'], ['21,1 km Staffel', '19.00 Uhr', '175,00 - 195,00 Euro'], ['10 km + 11 km 2Run', '19.00 Uhr', '55,00 - 70,00 Euro'], ['3,5 km Family run', '17.00 Uhr', '2,00 - 8,00 Euro']]"
Gerolsteiner Stadtlauf,18.06.2022,www.sv-gerolstein.de,"54568 Gerolstein, Brunnenstraße 10 (Stadthalle Rondell)","[['10 km', '11.30 Uhr', '7,00 Euro'], ['5 km', '12.45 Uhr', '5,00 Euro'], ['2,5 km', '12.45 Uhr', '2,00 Euro'], ['1 km', '11.15 Uhr', '2,00 Euro'], ['0,5 km', '11.00 Uhr', '0,00 Euro']]"
Spechaa-Lauf Spöck,19.06.2022,www.tvspoeck.de,"76297 Stutensee, Steinbückelstr. 1 (Sportgelände Turnverein Spöck    )","[['10 km', '9.30 Uhr', '12,00 Euro'], ['5 km /auch Walking', '9.45 Uhr', '10,00 Euro']]"
Schlossinsellauf Lübben,19.06.2022,schlossinsellauf.de,"15097 Lübben (Spreewald), Ernst-von-Houwald Damm 15 (Schlossinsel )","[['21,1 km', '11.00 Uhr', '10,00 - 20,00 Euro'], ['10 km', '11.00 Uhr', '6,00 - 16,00 Euro'], ['5 km', '11.00 Uhr', '5,00 - 15,00 Euro'], ['3,3 km', '11.05 Uhr', '0,00 - 10,00 Euro'], ['2,2 km', '10.30 Uhr', '0,00 - 10,00 Euro'], ['1,1 km', '10.15 Uhr', '0,00 - 10,00 Euro'], ['0,55 km', '10.00 Uhr', '0,00 - 10,00 Euro']]"
Eschathlon Eschborn,19.06.2022,www.eschathlon.de,"65760 Eschborn, Rathausplatz 2","[['21,1 km', '10.00 Uhr', '23,00 - 28,00 Euro'], ['21,1 km Staffel', '10.00 Uhr', '43,00 - 48,00 Euro'], ['10 km', '10.30 Uhr', '18,00 - 23,00 Euro'], ['3 km', '14.00 Uhr', '12,00 Euro'], ['1,5 km', '14.30 Uhr', '12,00 Euro'], ['0,5 km', '14.45 Uhr', '0,00 Euro']]"
Stadtlauf Buchholz,19.06.2022,www.buchholzerstadtlauf.de,"21244 Buchholz, Adolfstraße ","[['21,1 km', '13.45 Uhr', '14,00 - 24,00 Euro'], ['10 km', '16.45 Uhr', '14,00 - 24,00 Euro'], ['5,3 km', '15.45 Uhr', '14,00 - 24,00 Euro'], ['4 x 5 km Staffel', '13.45 Uhr', '50,00 - 80,00 Euro'], ['2 km', 'ab 12.45 Uhr', ''], ['0,95 km', 'ab 11.30 Uhr', '']]"
Stuttgart-Lauf,19.06.2022,www.stuttgart-lauf.de,"70372 Stuttgart, Benzstraße  (Hinter Mercedes-Benz-Arena)","[['21,1 km', '9.00 Uhre', '33,00 - 51,00 Euro'], ['21,1 km Staffel', '9.10 Uhr', '15,00 - 25,00 Euro p.P.'], ['7 km', '11.30 Uhr', '18,00 - 30,00 Euro']]"
Mittsommer-Lauf Berlin,19.06.2022,mittsommer-lauf.de/berlin/,"13627 Berlin, Heckerdamm 260 (Jungfernheide)","[['10 km', '4.43 Uhr', '24,50 - 29,50 Euro'], ['5 km', '4.43 Uhr', '24,50 - 29,50 Euro']]"
Schlossinsellauf Lübben,19.06.2022,schlossinsellauf.de,"15097 Lübben (Spreewald), Ernst-von-Houwald Damm 15 (Schlossinsel )","[['21,1 km', '11.00 Uhr', '10,00 - 20,00 Euro'], ['10 km', '11.00 Uhr', '6,00 - 16,00 Euro'], ['5 km', '11.00 Uhr', '5,00 - 15,00 Euro'], ['3,3 km', '11.05 Uhr', '0,00 - 10,00 Euro'], ['2,2 km', '10.30 Uhr', '0,00 - 10,00 Euro'], ['1,1 km', '10.15 Uhr', '0,00 - 10,00 Euro'], ['0,55 km', '10.00 Uhr', '0,00 - 10,00 Euro']]"
Harlingerland-Volkslauf Dunum,19.06.2022,www.lt-schafhauserwald.de,"26427 Dunum, Süddunumer Weg  17 (Grundschule)","[['21,1 km', '9.00 Uhr', '10,00 Euro'], ['10 km', '9.50 Uhr', '8,00 Euro'], ['5 km', '10.30 Uhr', '5,00 Euro'], ['1 km', '10.01 Uhr', '1,00 Euro'], ['0,5 km', '10.00 Uhr', '1,00 Euro']]"
Abteilauf Pulheim-Brauweiler,19.06.2022,www.abteilauf.de,"50259 Pulheim-Brauweiler, Ehrenfriedstraße ","[['10 km', '12.30 Uhr', '14,00 - 17,00 Euro'], ['5 km', '11.30 Uhr', '14,00 - 17,00 Euro'], ['1,5 km', '11.00 Uhr', '6,50 - 8,50 Euro'], ['0,5 km', '10.30 Uhr', '4,00 - 6,00 Euro']]"
Stuttgart-Lauf,19.06.2022,www.stuttgart-lauf.de,"70372 Stuttgart, Benzstraße  (Hinter Mercedes-Benz-Arena)","[['21,1 km', '9.00 Uhre', '33,00 - 51,00 Euro'], ['21,1 km Staffel', '9.10 Uhr', '15,00 - 25,00 Euro p.P.'], ['7 km', '11.30 Uhr', '18,00 - 30,00 Euro']]"
Stadtlauf Buchholz,19.06.2022,www.buchholzerstadtlauf.de,"21244 Buchholz, Adolfstraße ","[['21,1 km', '13.45 Uhr', '14,00 - 24,00 Euro'], ['10 km', '16.45 Uhr', '14,00 - 24,00 Euro'], ['5,3 km', '15.45 Uhr', '14,00 - 24,00 Euro'], ['4 x 5 km Staffel', '13.45 Uhr', '50,00 - 80,00 Euro'], ['2 km', 'ab 12.45 Uhr', ''], ['0,95 km', 'ab 11.30 Uhr', '']]"
Citylauf Dresden,19.06.2022,www.citylauf-dresden.de,"01067 Dresden, Wilsdruffer Straße/Altmarkt ","[['10 km Elite/Volkslauf', '10.45 Uhr/ 11.45 Uhr', '24,00 - 34,00 Euro'], ['5 km', '9.30 Uhr', '24,00 - 29,00 Euro'], ['1,2 km Kinderlauf', '9.00 Uhr', '6,00 Euro'], ['0,45 km Bambinilauf', '8.45 Uhr', '0,00 Euro']]"
Schwebebahn-Lauf Wuppertal,19.06.2022,www.schwebebahn-lauf.de,"42283 Wuppertal, Kurt-Drees-Straße 4 (Engelsgarten)","[['21,1 km', '10.05 Uhr', '38,00 - 46,00 Euro'], ['10 km', '10.00 Uhr', '32,00 - 40,00 Euro'], ['5 km', 'ab 14.00 Uhr', '28,00 - 36,00 Euro'], ['2 km Schülerlauf', '9.30 Uhr', '14,00 - 19,00 Euro'], ['wahlweise 2 km/ 5 km/ 10 km oder 21,1 km Virtual Run', 'frei wählbar', '12,00 Euro']]"
B2RUN Firmenlauf Karlsruhe,21.06.2022,www.b2run.de/run/de/de/karlsruhe/index.html,"76131 Karlsruhe, Schlossgartensee 1","[['5,3 km', 'ab 18.30 Uhr', '26,90 - 32,90 Euro']]"
Essener Firmenlauf,22.06.2022,www.essener-firmenlauf.de,"45128 Essen, Huyssenallee  (Start direkt neben der Philharmonie     )","[['5 km', '18.45 Uhr', '23,80 Euro']]"
Firmenlauf Mannheim,22.06.2022,www.firmenlauf-mannheim.de,"68165  Mannheim, Theodor-Heuss-Anlage  (Parkplatz Carl-Benz-Stadion)","[['5 km', '18.00 Uhr', '16,00 Euro zzgl. MwSt.']]"
Darmstädter Stadtlauf,22.06.2022,www.darmstadt-laeuft.de,"64283 Darmstadt, Ludwigsplatz ","[['1,3 km Schüler-Challenge', 'ab 19.00 Uhr', '8,00 Euro'], ['2 km Schüler-Challenge', 'ab 19.25 Uhr', '19,00 Euro'], ['5 km Men’s Challenge', '19.55 Uhr', '19,00 Euro'], [""5 km Women's Challenge"", '20.35 Uhr', '19,00 Euro'], ['5 km Masters Challenge', '21.05 Uhr', '19,00 Euro']]"
